gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Male,33.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,28.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,10%-20%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,29.0,Yes,2.0,46.38680213244817,7.0,5.0,45.92673072281554,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Weekly,20%-30%_err,Fixed Deposits,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Unknown,Financial Consultants,False
Female,30.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,False
Male,25.0,yes_err,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,more than 5 years_err,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,32.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,wealth creation_err,Less than 1 year,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Newspapers and Magazines,False
Male,28.0,Yes,3.0,2.0,7.0,4.0,5.0,12.985754034654704,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,31.0,Yes,2.0,3.0,6.0,5.0,45.92673072281554,2.8,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,risk free_err,Television,False
Female,24.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,yes_err,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Male,30.0,Unknown,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,20%-30%,Mutual Fund,Health Care,Unknown,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,38.0,Unknown,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Returns,Growth,Savings for Future,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,30.0,Yes,2.0,3.0,33.77904611212656,69.93907056742995,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Female,22.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,436.44818400172704,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,Unknown,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,False
Female,25.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Unknown,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Health Care,Unknown,Fund Diversification,Unknown,Risk Free,Television,False
Male,30.0,Yes,2.0,3.4,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,25.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,28.0,Yes,3.0,6.0,4.0,2.0,13.185346144563107,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,30.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,yes_err,Returns,Growth,Wealth Creation,More than 5 years,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Unknown,29.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,30%-40%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,27.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,assured returns_err,risk free_err,Newspapers and Magazines,False
Male,26.0,Yes,2.0,4.4,7.0,6.0,3.0,1.0,62.468388501833545,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Unknown,38.0,Yes,2.0,4.0,7.0,5.0,2.6,12.985754034654704,6.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Monthly,30%-40%,fixed deposits_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,25.0,Unknown,2.0,3.0,7.0,5.0,3.8,1.0,6.0,Yes,Unknown,Capital Appreciation,Unknown,3-5 years,Daily,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,22.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Unknown,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Unknown,Better Returns,Assured Returns,Unknown,Newspapers and Magazines,False
Male,26.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,32.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Unknown,Wealth Creation,3-5 years,Monthly,10%-20%,Equity,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Female,26.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Unknown,10%-20%_err,public provident fund_err,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Female,32.8,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,Less than 1 year,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Female,32.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,3-5 years,Daily,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,32.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,32.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Female,34.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Monthly,Unknown,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Health Care,Dividend,Unknown,Assured Returns,Risk Free,Financial Consultants,False
Male,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,False
Female,25.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,risk_err,Growth,Wealth Creation,3-5 years,Daily,10%-20%,Unknown,Health Care,Capital Appreciation,Unknown,Assured Returns,Risk Free,Unknown,False
Female,32.2,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,False
Female,26.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,False
Unknown,30.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Unknown,35.0,Unknown,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Unknown,Wealth Creation,More than 5 years,Unknown,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Unknown,False
Male,26.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Unknown,20%-30%,Equity,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,26.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Daily,20%-30%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,29.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Equity,Retirement Plan,Unknown,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Unknown,22.0,Yes,5.0,46.38680213244817,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Daily,20%-30%,Mutual Fund,Health Care,Unknown,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,30.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Unknown,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Television,False
Male,25.0,Yes,5.0,46.38680213244817,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Daily,Unknown,Equity,Health Care,Unknown,Better Returns,Safe Investment,nan_err,Financial Consultants,False
Unknown,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Unknown,Fixed Returns,Television,False
Female,31.0,yes_err,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,Less than 1 year,Weekly,Unknown,Equity,Retirement Plan,Capital Appreciation,tax benefits_err,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Female,32.0,Yes,1.0,2.0,5.0,29.775628226971982,7.0,6.0,4.0,Yes,Unknown,Capital Appreciation,Wealth Creation,Unknown,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Unknown,False
Female,32.8,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Unknown,1-3 years,Weekly,30%-40%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Unknown,Newspapers and Magazines,False
female_err,33.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,110.6896368003454,Yes,2.0,3.0,7.0,6.0,12.385346144563108,1.0,5.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Unknown,32.0,Yes,2.0,4.0,7.0,69.93907056742995,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,More than 5 years,monthly_err,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,19.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Daily,20%-30%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Male,27.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Unknown,False
Female,24.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Unknown,10%-20%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,False
Female,24.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,34.0,Yes,1.8,46.38680213244817,7.0,69.93907056742995,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Unknown,436.44818400172704,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Unknown,10%-20%,Public Provident Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,24.0,Unknown,2.0,3.0,12.35580922242531,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Unknown,Financial Consultants,False
Female,31.0,Yes,2.0,4.0,7.0,69.93907056742995,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,24.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,False
Female,25.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Unknown,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,22.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,Unknown,Fixed Deposits,Health Care,Liquidity,Better Returns,Unknown,Risk Free,Financial Consultants,False
Male,29.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,wealth creation_err,1-3 years,Daily,20%-30%,Unknown,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Risk Free,Newspapers and Magazines,False
Male,23.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Public Provident Fund,health care_err,Capital Appreciation,Unknown,Assured Returns,Unknown,Newspapers and Magazines,False
Male,29.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,29.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
male_err,30.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,False
Male,18.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Newspapers and Magazines,False
Female,33.0,Yes,1.0,2.0,5.0,3.0,7.0,12.985754034654704,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Unknown,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,False
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,24.0,Yes,2.0,4.0,5.0,69.93907056742995,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,Unknown,equity_err,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,21.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,False
Male,31.0,yes_err,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,1-3 years,Daily,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Female,29.0,Yes,2.0,4.0,7.0,6.0,3.0,12.985754034654704,5.0,Yes,nan_err,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Unknown,26.0,Unknown,2.0,12.277360426489633,6.0,5.0,45.92673072281554,1.0,7.0,Unknown,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Female,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Female,22.0,Unknown,2.0,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,More than 5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Unknown,Internet,False
Female,26.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,risk free_err,Newspapers and Magazines,False
Male,30.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Unknown,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Unknown,Fixed Returns,Financial Consultants,False
Male,30.0,Yes,2.0,3.0,33.77904611212656,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Risk Free,Television,False
Female,26.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,wealth creation_err,1-3 years,Weekly,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,assured returns_err,High Interest Rates,Financial Consultants,False
Male,27.0,Yes,4.0,46.38680213244817,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,30%-40%,Unknown,Retirement Plan,Dividend,Better Returns,Unknown,Fixed Returns,Financial Consultants,False
Female,21.0,Unknown,1.0,2.0,3.0,4.0,5.0,7.397150806930941,7.0,No,Returns,Capital Appreciation,Savings for Future,Less than 1 year,Daily,Unknown,Unknown,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,False
Male,22.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,Unknown,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,25.0,Yes,3.0,2.0,7.0,4.0,4.8,1.0,6.0,Yes,Returns,Unknown,Wealth Creation,1-3 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
female_err,26.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,Unknown,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Equity,Health Care,Dividend,Better Returns,Safe Investment,Unknown,Financial Consultants,False
Male,23.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Equity,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,False
Female,33.0,Yes,2.0,4.0,7.0,69.93907056742995,3.0,1.0,6.0,Yes,Risk,Unknown,Savings for Future,Less than 1 year,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
Male,28.0,Yes,2.2,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Unknown,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Male,24.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,10%-20%,Equity,Health Care,Unknown,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
male_err,29.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,30.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,24.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Unknown,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,False
Male,29.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Female,28.0,Yes,2.0,4.0,33.77904611212656,6.0,3.0,1.0,5.0,Yes,Unknown,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,False
Male,34.0,Unknown,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,False
Male,30.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,mutual fund_err,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,False
Male,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,yes_err,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Unknown,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,False
Male,25.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Equity,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,False
Male,26.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Unknown,More than 5 years,Weekly,10%-20%,public provident fund_err,Education,Capital Appreciation,Tax Benefits,safe investment_err,Fixed Returns,Television,False
Unknown,27.0,Yes,2.0,3.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,False
