gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Male,18.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,21.0,No,2.0,1.0,3.0,6.0,,5.0,7.0,No,Returns,Income,Wealth Creation,,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,
Female,33.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,26.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,risk_err,Growth,Wealth Creation,Less than 1 year,Daily,,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
male_err,33.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,,Risk,Growth,Savings for Future,3-5 years,Monthly,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,,Fixed Returns,Television
Male,436.44818400172704,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,26.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,,Financial Consultants
male_err,29.0,Yes,2.0,4.0,7.0,,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,34.0,Yes,5.0,,3.0,,7.0,1.0,,Yes,Returns,Income,Returns,3-5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,27.0,yes_err,3.0,4.0,6.0,5.0,2.0,,7.0,Yes,,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,27.0,Yes,2.0,3.0,7.0,5.0,,1.0,,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,30.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,yes_err,Returns,Capital Appreciation,Wealth Creation,,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
,34.0,Yes,1.0,3.0,,4.0,5.0,2.0,,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,
Female,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Male,27.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,,Returns,,Wealth Creation,3-5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,32.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,,Yes,Returns,Capital Appreciation,,Less than 1 year,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,,Assured Returns,Risk Free,Television
male_err,31.0,Yes,3.0,6.0,,,5.0,1.0,7.0,Yes,,Capital Appreciation,Wealth Creation,,Monthly,30%-40%,fixed deposits_err,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Female,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Public Provident Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,28.0,Yes,1.0,4.0,6.0,5.0,3.0,,7.0,Yes,,growth_err,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,,Fixed Returns,Financial Consultants
,32.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,22.0,No,,,3.0,4.0,5.0,,7.0,No,Returns,,,3-5 years,Monthly,30%-40%,,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,28.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,,Wealth Creation,3-5 years,Monthly,10%-20%,nan_err,Retirement Plan,Capital Appreciation,Better Returns,,Fixed Returns,Financial Consultants
Male,32.0,Yes,38.91517435062281,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,25.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,wealth creation_err,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,25.0,,3.0,4.0,,69.93907056742995,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Health Care,,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,23.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,,,Newspapers and Magazines
Female,27.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,33.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,23.0,Yes,4.0,3.0,2.0,1.0,5.0,,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,wealth creation_err,less than 1 year_err,Daily,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,34.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,24.0,Yes,2.0,3.0,7.0,,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,health care_err,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,3.0,,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,24.0,No,2.0,,3.0,6.0,4.0,5.0,62.468388501833545,No,Returns,Income,Wealth Creation,More than 5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,31.0,Yes,38.91517435062281,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,wealth creation_err,More than 5 years,Weekly,20%-30%,,Health Care,,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
,36.0,Yes,5.0,,3.0,69.93907056742995,7.0,1.0,6.0,Yes,Returns,,Returns,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,fixed returns_err,Newspapers and Magazines
Male,436.44818400172704,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,financial consultants_err
Male,29.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,,Capital Appreciation,Returns,More than 5 years,Weekly,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,23.0,No,38.91517435062281,2.0,3.0,4.0,5.0,,7.0,No,,Capital Appreciation,Savings for Future,More than 5 years,Weekly,20%-30%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,27.0,,,3.0,,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,30.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,,Risk,Growth,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,25.0,Yes,2.0,,5.0,6.0,3.0,1.0,7.0,,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,,Wealth Creation,More than 5 years,Weekly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,32.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,62.468388501833545,Yes,Returns,Growth,Savings for Future,More than 5 years,Weekly,30%-40%,Equity,,Capital Appreciation,Fund Diversification,safe investment_err,Fixed Returns,Television
Male,29.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,,30%-40%,,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,29.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,capital appreciation_err,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,savings for future_err,More than 5 years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,,Fixed Returns,Financial Consultants
Female,27.0,No,7.0,5.0,4.0,6.0,,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,retirement plan_err,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,28.0,,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,436.44818400172704,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,,mutual fund_err,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,38.0,,,4.0,7.0,5.0,,,6.0,Yes,,Growth,Savings for Future,,Weekly,,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,22.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,62.468388501833545,Yes,Returns,Income,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Male,24.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,yes_err,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Equity,Retirement Plan,,Better Returns,Assured Returns,,Financial Consultants
Female,22.0,No,2.0,1.0,,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,27.0,Yes,3.0,4.0,33.77904611212656,5.0,1.0,2.0,,Yes,Risk,,Wealth Creation,1-3 years,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,,Newspapers and Magazines
Male,29.0,Yes,,4.0,6.0,5.0,,1.0,,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,,Yes,2.0,,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,savings for future_err,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30.0,yes_err,38.91517435062281,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
,27.0,Yes,2.0,4.0,,6.0,3.0,1.0,,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,,Yes,Returns,Income,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Retirement Plan,Dividend,,Tax Incentives,High Interest Rates,Internet
Male,27.0,Yes,2.0,3.0,,5.0,1.0,4.0,7.0,Yes,,Capital Appreciation,nan_err,Less than 1 year,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,28.0,Yes,,3.0,6.0,4.0,1.0,5.0,,Yes,Returns,Capital Appreciation,Returns,More than 5 years,Daily,10%-20%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,,Newspapers and Magazines
Female,22.0,No,1.0,2.0,3.0,4.0,,6.0,7.0,No,Returns,,Savings for Future,1-3 years,Monthly,,Equity,Education,Dividend,Better Returns,Safe Investment,,Internet
Male,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,,1-3 years_err,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,27.0,Yes,4.0,5.0,,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Weekly,30%-40%,,Education,Capital Appreciation,,,Fixed Returns,Television
Female,28.0,Yes,3.0,6.0,4.0,2.0,45.92673072281554,1.0,7.0,Yes,Returns,capital appreciation_err,Wealth Creation,Less than 1 year,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Male,436.44818400172704,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,,Less than 1 year,Weekly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
,28.0,Yes,,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,Newspapers and Magazines
Female,34.0,Yes,5.0,,3.0,2.0,,1.0,6.0,Yes,Returns,Income,Returns,More than 5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,
Male,25.0,Yes,4.0,5.0,,,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,monthly_err,30%-40%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Male,28.0,Yes,2.0,3.0,6.0,5.0,4.0,,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,monthly_err,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,26.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,More than 5 years,Daily,20%-30%,,Retirement Plan,,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,30.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,,No,returns_err,Growth,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,
Male,,Yes,3.0,2.0,7.0,4.0,5.0,1.0,,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,25.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,,Daily,20%-30%,,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Female,33.0,Yes,2.0,4.0,33.77904611212656,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,436.44818400172704,Yes,4.0,3.0,2.0,1.0,5.0,12.985754034654704,7.0,No,,Capital Appreciation,,1-3 years,,20%-30%,,,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,436.44818400172704,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,24.0,Yes,4.0,3.0,,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,22.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,financial consultants_err
,24.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,,More than 5 years,Daily,20%-30%,Fixed Deposits,Health Care,Liquidity,,Assured Returns,Risk Free,Financial Consultants
Female,436.44818400172704,,3.0,2.0,7.0,5.0,,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,,Risk Free,Television
Female,31.0,Yes,38.91517435062281,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,,3-5 years,Monthly,10%-20%,Fixed Deposits,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,fund diversification_err,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,31.0,,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,,Risk,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,26.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,More than 5 years,,30%-40%,Fixed Deposits,education_err,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Male,24.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,,Growth,Savings for Future,Less than 1 year,Monthly,10%-20%,,Health Care,Liquidity,Better Returns,,Risk Free,Financial Consultants
Female,37.0,Yes,1.0,2.0,5.0,69.93907056742995,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,32.0,Yes,2.0,,7.0,5.0,3.0,1.0,6.0,Yes,Risk,growth_err,Savings for Future,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,,1.0,6.0,Yes,Returns,Growth,Wealth Creation,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,nan_err
Male,23.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,nan_err,Income,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,,Internet
Female,30.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,
Female,32.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,
Male,29.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,25.0,Yes,4.0,5.0,1.0,2.0,7.0,,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Education,,Tax Benefits,Safe Investment,Fixed Returns,Television
Female,27.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,daily_err,20%-30%,Fixed Deposits,Health Care,,Fund Diversification,Assured Returns,Risk Free,Television
Male,25.0,Yes,2.0,,7.0,5.0,1.0,3.0,6.0,,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,,Yes,Risk,Growth,Savings for Future,1-3 years,Daily,30%-40%,Fixed Deposits,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,29.0,Yes,2.0,3.0,7.0,,,1.0,5.0,Yes,Risk,Growth,Savings for Future,More than 5 years,,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,,Assured Returns,Fixed Returns,Financial Consultants
Female,34.0,Yes,1.0,2.0,5.0,3.0,7.0,6.0,4.0,yes_err,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,32.0,Yes,2.0,46.38680213244817,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,1-3 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,25.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,capital appreciation_err,Wealth Creation,More than 5 years,Weekly,20%-30%,,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants
Female,23.0,Yes,4.0,,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,health care_err,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,23.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,,Weekly,20%-30%_err,Mutual Fund,Health Care,Liquidity,Better Returns,Assured Returns,,Financial Consultants
Male,20.0,Yes,2.0,1.0,3.0,69.93907056742995,6.0,4.0,5.0,Yes,Returns,income_err,Wealth Creation,3-5 years,Monthly,,Public Provident Fund,Retirement Plan,,Fund Diversification,,High Interest Rates,Internet
Male,28.0,Yes,3.0,2.0,7.0,4.0,45.92673072281554,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
